URL,Domain,IP Address,Link Density,External Links Count,Internal Links Count,External IP Count,HTTP Count,HTTPS Count,Non Count,External Iframes Count,Hidden Iframes Count,Country,Organization,Certificate,Certificate Not Before,Certificate Not After,If HTTPS,Whois_country,whois_creation_date,whois_expiration_date,type
demaingroup.com,demaingroup.com,198.49.23.145,0.696969696969697,0,0,0,0,0,23,0,0,US,Let's Encrypt,R10,Sep 19 07:19:17 2024 GMT,Dec 18 07:19:16 2024 GMT,0,,2023-10-10 17:39:35,2025-10-10 17:39:35,phishing
earthlink000.hostingsiteforfree.com,earthlink000.hostingsiteforfree.com,66.175.209.179,0.1428571428571428,0,0,0,0,0,1,0,0,US,Let's Encrypt,R11,Nov 14 15:16:58 2024 GMT,Feb 12 15:16:57 2025 GMT,0,AE,2011-02-10 13:40:04,2026-02-10 13:40:04,phishing
spokeo.com/Matthew+Dunkle,spokeo.com,35.155.24.219,0.0,0,0,0,0,0,0,0,0,US,Amazon,Amazon RSA 2048 M02,Jun 28 00:00:00 2024 GMT,Jul 27 23:59:59 2025 GMT,0,US,2006-04-04 22:31:56,"[datetime.datetime(2025, 4, 4, 22, 31, 56), datetime.datetime(2025, 4, 4, 22, 31)]",benign
twinkacademy.com/index2.htm,twinkacademy.com,208.122.218.33,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Sep 20 04:26:10 2024 GMT,Dec 19 04:26:09 2024 GMT,0,US,"[datetime.datetime(2002, 4, 9, 22, 8, 34), datetime.datetime(2002, 4, 9, 17, 8, 34)]","[datetime.datetime(2028, 4, 9, 22, 8, 34), datetime.datetime(2028, 4, 9, 17, 8, 34)]",benign
http://pastehtml.com/view/b9xaugqjm.html,fuoriskema.it,35.214.134.104,0.089430894308943,6,18,0,0,24,9,0,0,US,Let's Encrypt,R11,Nov 20 09:37:33 2024 GMT,Feb 18 09:37:32 2025 GMT,1,Error,Error,Error,phishing
easyridegolfcars.com,easyridegolfcars.com,160.153.0.109,0.1596638655462184,6,29,0,0,35,3,0,0,US,Google Trust Services,WE1,Nov  6 14:39:31 2024 GMT,Feb  4 15:39:27 2025 GMT,0,US,"[datetime.datetime(2005, 10, 14, 15, 23, 55), datetime.datetime(2005, 10, 14, 10, 23, 55)]","[datetime.datetime(2030, 10, 14, 15, 23, 55), datetime.datetime(2030, 10, 14, 10, 23, 55)]",phishing
e2i.com.br,e2i.com.br,198.136.59.49,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct  9 20:51:32 2024 GMT,Jan  7 20:51:31 2025 GMT,0,BR,"[datetime.datetime(2024, 10, 7, 0, 0), datetime.datetime(1998, 8, 16, 0, 0)]",2025-10-07 00:00:00,phishing
durgasteelgroup.com,durgasteelgroup.com,116.203.1.171,0.2072072072072072,8,1,0,1,8,60,10,0,US,Let's Encrypt,R11,Oct 19 01:48:35 2024 GMT,Jan 17 01:48:34 2025 GMT,0,IN,2010-08-18 06:59:34,2033-08-18 06:59:34,phishing
rasoeemasale.com,rasoeemasale.com,172.67.204.143,0.0625,0,0,0,0,0,1,0,0,US,Google Trust Services,WE1,Nov  1 13:52:44 2024 GMT,Jan 30 13:52:43 2025 GMT,0,US,"[datetime.datetime(2011, 11, 17, 5, 18, 45), datetime.datetime(2011, 11, 17, 0, 18, 45)]","[datetime.datetime(2025, 11, 17, 5, 18, 45), datetime.datetime(2025, 11, 17, 0, 18, 45)]",phishing
hallmark.businessgreetings.com/,hallmark.businessgreetings.com,162.94.23.19,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,US,1997-11-20 05:00:00,"[datetime.datetime(2025, 11, 19, 5, 0), datetime.datetime(2025, 11, 19, 0, 0)]",benign
ca.linkedin.com/pub/daniel-belanger/15/b37/b62,ca.linkedin.com,13.107.246.41,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,Nov  1 00:00:00 2024 GMT,May  1 23:59:59 2025 GMT,0,US,"[datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 11, 2, 15, 38, 11), datetime.datetime(2025, 11, 2, 0, 0, tzinfo=datetime.timezone.utc)]",benign
encuentrodemusicos.com,encuentrodemusicos.com,45.227.160.40,0.0625,0,0,0,0,0,1,0,0,US,Let's Encrypt,R10,Oct 15 16:06:30 2024 GMT,Jan 13 16:06:29 2025 GMT,0,ar,"[datetime.datetime(2010, 3, 22, 23, 8, 57), datetime.datetime(2024, 3, 15, 8, 8, 47)]","[datetime.datetime(2025, 3, 22, 23, 8, 57), datetime.datetime(2025, 3, 22, 8, 8, 47)]",phishing
baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule,baltimorebeatdown.com,199.232.197.246,0.178030303030303,59,6,0,22,43,24,1,1,US,Let's Encrypt,R11,Nov  7 07:07:55 2024 GMT,Feb  5 07:07:54 2025 GMT,0,GB,2007-06-06 19:52:16,2025-06-06 19:52:16,benign
home.comcast.net/~jcage89/350z/navbox/index.htm,home.comcast.net,96.99.227.255,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(1997, 9, 25, 4, 0), datetime.datetime(1997, 9, 25, 0, 0)]",2025-09-24 04:00:00,benign
beyondrobson.com/music/2007/02/mixed_bag_book_of_lists_les_georges_leningrad_and_papercuts/,beyondrobson.com,67.43.238.130,0.071504802561366,0,64,0,0,64,3,0,0,US,Let's Encrypt,R11,Oct  2 23:27:36 2024 GMT,Dec 31 23:27:35 2024 GMT,0,US,2005-06-27 13:08:50,2025-06-27 13:08:50,benign
bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game,bleacherreport.com,151.101.193.91,0.0569675723049956,15,8,0,7,16,34,0,0,BE,GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2024 Q2,Jun 14 21:00:20 2024 GMT,Jul 16 21:00:19 2025 GMT,0,US,2005-07-20 02:15:22,"[datetime.datetime(2025, 7, 20, 2, 15, 22), datetime.datetime(2025, 7, 20, 0, 0)]",benign
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/430f0d274abdef9a275f450c271211d9/,llbfarm.com,50.63.8.175,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,1,,2011-09-08 16:02:10,2025-05-01 11:59:59,phishing
keimolankaiku.fi,keimolankaiku.fi,185.179.116.156,0.2156862745098039,1,21,0,0,22,0,0,0,US,Let's Encrypt,R10,Nov 10 22:02:23 2024 GMT,Feb  8 22:02:22 2025 GMT,0,Error,Error,Error,phishing
local.yahoo.com/info-42862457-oakland-international-airport-oakland,local.yahoo.com,66.218.84.137,0.2976190476190476,25,0,0,0,25,0,0,0,US,DigiCert Inc,www.digicert.com,Jun 27 00:00:00 2024 GMT,Dec 18 23:59:59 2024 GMT,0,US,"[datetime.datetime(1995, 1, 18, 5, 0), datetime.datetime(1995, 1, 18, 8, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 19, 5, 0), datetime.datetime(2025, 1, 19, 0, 0, tzinfo=datetime.timezone.utc)]",benign
bw.edu/athletics/fb/staff/grabowski/,bw.edu,216.21.13.177,0.2935779816513761,8,76,0,4,80,4,1,1,US,Arizona,Scottsdale,Jun 12 12:03:35 2024 GMT,Jul 14 12:03:35 2025 GMT,0,Error,Error,Error,benign
cbssports.com/nba/players/playerpage/20626/paul-pierce,cbssports.com,151.101.129.188,0.4695238095238095,71,410,0,4,477,12,0,0,GB,Greater Manchester,Salford,Nov 18 00:00:00 2024 GMT,Dec 12 23:59:59 2025 GMT,0,US,"[datetime.datetime(1996, 5, 8, 4, 0), datetime.datetime(1996, 5, 8, 7, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 5, 9, 4, 0), datetime.datetime(2025, 5, 9, 0, 0, tzinfo=datetime.timezone.utc)]",benign
martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,martindale.com,104.18.41.165,0.0078740157480314,1,0,0,0,1,0,0,0,US,Google Trust Services,WE1,Oct 13 04:54:31 2024 GMT,Jan 11 04:54:30 2025 GMT,0,,1995-09-28 04:00:00,2025-09-27 04:00:00,benign
pianotravel.com,pianotravel.com,3.140.13.188,0.0078740157480314,1,0,0,0,1,0,0,0,Error,Error,Error,Error,Error,0,US,2020-02-14 19:57:42,2025-02-14 19:57:42,phishing
facebook.com/pages/The-Paul-Lynde-Halloween-Special-1976/280289980245,facebook.com,31.13.88.35,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,www.digicert.com,Sep  3 00:00:00 2024 GMT,Dec  2 23:59:59 2024 GMT,0,US,1997-03-29 05:00:00,2033-03-30 04:00:00,benign
http://itunes-secure.leptinegypt.com/it/app/7ef84ebbd0f4340086e17e4387adb7b3/,robynmaguire.com.au,103.152.248.157,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Oct  8 08:41:01 2024 GMT,Jan  6 08:41:00 2025 GMT,1,Error,Error,Error,phishing
viajestabascochavos.com,viajestabascochavos.com,35.215.181.205,0.1247634299024603,17,0,0,10,7,839,0,0,Error,Error,Error,Error,Error,0,,2024-02-21 04:29:14,2025-02-21 04:29:14,phishing
updatefbs-1bfc.at.ua,updatefbs-1bfc.at.ua,213.174.157.153,0.1923076923076923,10,0,0,0,10,5,0,0,US,DigiCert Inc,www.digicert.com,Jul 17 00:00:00 2024 GMT,Aug 16 23:59:59 2025 GMT,0,Error,Error,Error,phishing
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,kienthuc.net.vn,58.187.8.10,0.170355466130114,3,53,0,34,22,191,1,0,GB,Greater Manchester,Salford,Sep 16 00:00:00 2024 GMT,Sep 16 23:59:59 2025 GMT,1,,,,benign
youtube.com/watch?v=AEXM7LxEwig,youtube.com,172.253.62.91,0.4054054054054054,1,8,0,0,9,6,1,0,US,Google Trust Services,WR2,Oct 21 08:36:57 2024 GMT,Jan 13 08:36:56 2025 GMT,0,US,"[datetime.datetime(2005, 2, 15, 5, 13, 12), datetime.datetime(2005, 2, 15, 5, 13, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 15, 5, 13, 12), datetime.datetime(2025, 2, 15, 0, 0, tzinfo=datetime.timezone.utc)]",benign
areawidenews.com/story/1495635.html,areawidenews.com,74.84.144.174,0.4152542372881356,13,33,0,2,44,3,0,0,GB,Greater Manchester,Salford,Apr 30 00:00:00 2024 GMT,Jan 12 23:59:59 2025 GMT,0,US,2001-08-18 06:29:02,2025-08-18 06:29:02,benign
ratemyteachers.com/amelia-high-school/15131-s,ratemyteachers.com,172.67.31.21,0.0078740157480314,1,0,0,0,1,0,0,0,US,Google Trust Services,WE1,Oct  6 00:01:34 2024 GMT,Jan  4 00:01:33 2025 GMT,0,US,"[datetime.datetime(2001, 4, 20, 2, 5, 32), datetime.datetime(2001, 4, 19, 21, 5, 32)]","[datetime.datetime(2027, 4, 20, 2, 5, 32), datetime.datetime(2027, 4, 19, 21, 5, 32)]",benign
mortonsauto.com/,mortonsauto.com,162.144.4.133,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Oct  8 15:30:25 2024 GMT,Jan  6 15:30:24 2025 GMT,0,,2007-08-02 10:32:19,2025-08-02 10:32:19,benign
uk.ask.com/wiki/Hershey_Felder,uk.ask.com,151.101.130.114,0.0,0,0,0,0,0,0,0,0,BE,GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2024 Q3,Aug 15 16:20:24 2024 GMT,Sep 16 16:20:23 2025 GMT,0,US,"[datetime.datetime(1998, 10, 20, 4, 0), datetime.datetime(1998, 10, 20, 4, 0, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2026, 10, 19, 4, 0), datetime.datetime(2026, 10, 19, 0, 0, tzinfo=datetime.timezone.utc)]",benign
thaiairways.com/,thaiairways.com,107.154.251.29,0.0,0,0,0,0,0,0,0,0,BE,GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2024 Q4,Oct  8 22:26:58 2024 GMT,Apr  6 22:26:58 2025 GMT,0,GB,1997-02-12 05:00:00,2025-02-13 05:00:00,benign
duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada,duckduckgo.com,52.149.246.39,0.0,0,0,0,0,0,0,0,0,US,DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,Oct 28 00:00:00 2024 GMT,Nov 25 23:59:59 2025 GMT,0,IS,2007-11-11 17:24:08,2025-06-23 03:59:59,benign
bopsecrets.org/rexroth/cr/1.htm,bopsecrets.org,208.42.238.172,0.0036439354502863,1,3,0,3,1,7,0,0,US,DigiCert Inc,www.digicert.com,Jun 17 00:00:00 2024 GMT,Jun 16 23:59:59 2025 GMT,0,US,2000-01-25 22:48:55,2025-01-25 22:48:55,benign
metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html,metroactive.com,104.21.79.133,0.0,0,0,0,0,0,0,0,0,US,Google Trust Services,WE1,Oct 24 09:38:00 2024 GMT,Jan 22 09:37:59 2025 GMT,0,US,"[datetime.datetime(1995, 7, 27, 4, 0), datetime.datetime(1995, 7, 26, 23, 0)]","[datetime.datetime(2025, 7, 26, 4, 0), datetime.datetime(2025, 7, 25, 23, 0)]",benign
pipl.com/directory/name/Whissell/180,pipl.com,45.60.205.44,0.3012048192771084,2,42,0,0,44,6,2,2,US,Arizona,Scottsdale,Jul 10 18:17:26 2024 GMT,Aug 11 18:17:26 2025 GMT,0,US,"[datetime.datetime(1999, 11, 28, 12, 35, 11), datetime.datetime(1999, 11, 28, 7, 35, 11)]","[datetime.datetime(2024, 11, 28, 12, 35, 11), datetime.datetime(2024, 11, 28, 7, 35, 11)]",benign
http://www.anita-gd.com/images/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,silverspurs.net,173.254.30.34,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Nov 15 03:55:43 2024 GMT,Feb 13 03:55:42 2025 GMT,1,US,"[datetime.datetime(2010, 7, 15, 9, 30), datetime.datetime(2010, 7, 15, 10, 30)]",2026-07-15 09:30:00,phishing
theposselist.com/agencies/indiana/indianapolis/,theposselist.com,162.241.216.26,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Nov 15 00:31:40 2024 GMT,Feb 13 00:31:39 2025 GMT,0,US,"[datetime.datetime(2006, 6, 7, 2, 25, 31), datetime.datetime(2006, 6, 6, 21, 25, 31)]","[datetime.datetime(2025, 6, 7, 2, 25, 31), datetime.datetime(2025, 6, 6, 21, 25, 31)]",benign
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,torcache.net,104.247.81.11,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct  1 10:58:41 2024 GMT,Dec 30 10:58:40 2024 GMT,1,US,"[datetime.datetime(2011, 4, 29, 11, 29, 16), datetime.datetime(2011, 4, 29, 6, 29, 16)]","[datetime.datetime(2025, 4, 29, 11, 29, 16), datetime.datetime(2025, 4, 29, 6, 29, 16)]",benign
geographic.org/geographic_names/v/ve_014.html,geographic.org,78.153.209.32,0.2992805755395683,9,0,0,2,7,1031,0,0,GB,Greater Manchester,Salford,May 31 00:00:00 2024 GMT,May 31 23:59:59 2025 GMT,0,GR,1998-10-19 04:00:00,2025-10-18 04:00:00,benign
ericmaddox.us,ericmaddox.us,192.254.250.177,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,phishing
rosariaproducciones.com,rosariaproducciones.com,69.61.21.122,0.0698924731182795,2,7,0,0,9,4,0,0,US,Let's Encrypt,R10,Nov 10 00:13:23 2024 GMT,Feb  8 00:13:22 2025 GMT,0,AR,2023-01-09 20:34:16,2025-01-09 20:34:16,phishing
bloggn.grainews.ca/scotts_equip/2011/08/agcos-kansas-city-stars.html,bloggn.grainews.ca,104.26.11.127,0.1504424778761062,32,0,0,28,4,2,0,0,US,Google Trust Services,WE1,Nov  8 00:09:41 2024 GMT,Feb  6 00:09:40 2025 GMT,0,Error,Error,Error,benign
isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338,isearch.com,165.160.15.20,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,US,"[datetime.datetime(1995, 10, 6, 4, 0), datetime.datetime(1995, 10, 6, 0, 0)]",2025-02-15 11:59:59,benign
http://image-strategie.com/administrator/components/com_project/nordea/pbs.php,efdilokulu.com,172.67.201.154,0.0,0,0,0,0,0,0,0,0,US,Google Trust Services,WE1,Oct 26 04:46:18 2024 GMT,Jan 24 04:46:17 2025 GMT,1,,2024-08-27 18:31:11,2025-08-27 18:31:11,phishing
arkmeditech.com,arkmeditech.com,5.9.71.182,0.0701402805611222,1,28,0,0,29,3,0,0,US,Let's Encrypt,R11,Sep 27 00:11:21 2024 GMT,Dec 26 00:11:20 2024 GMT,0,IN,2010-10-01 16:34:43,2025-10-01 16:34:43,phishing
washingtondc.bcg.com/,washingtondc.bcg.com,184.24.66.83,0.1471304347826087,251,0,0,0,251,166,0,0,US,DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,Feb 13 00:00:00 2024 GMT,Feb 13 23:59:59 2025 GMT,0,US,"[datetime.datetime(1995, 2, 17, 5, 0), datetime.datetime(1995, 2, 17, 0, 0)]",2025-02-18 05:00:00,benign
multilingualbooks.com/foreignvids-ital.html,multilingualbooks.com,52.129.47.3,0.0199073098799241,10,140,0,145,5,37,0,0,US,Let's Encrypt,R10,Oct 14 19:01:21 2024 GMT,Jan 12 19:01:20 2025 GMT,0,,1998-10-09 04:00:00,2025-10-08 04:00:00,benign
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,forecaster.thehockeynews.com,104.21.45.176,0.0,0,0,0,0,0,0,0,0,US,Google Trust Services,WE1,Nov 21 19:07:43 2024 GMT,Feb 19 19:07:42 2025 GMT,0,US,"[datetime.datetime(1999, 9, 24, 13, 18, 10), datetime.datetime(1999, 9, 24, 8, 18, 10)]","[datetime.datetime(2029, 9, 24, 13, 18, 10), datetime.datetime(2029, 9, 24, 8, 18, 10)]",benign
starpacintl.com,starpacintl.com,104.21.28.215,0.0,0,0,0,0,0,0,0,0,US,Google Trust Services,WE1,Oct  8 13:55:25 2024 GMT,Jan  6 13:55:24 2025 GMT,0,,2024-06-11 18:35:07,2025-06-11 18:35:07,phishing
biographi.ca/EN/ShowBio.asp?BioId=41243,biographi.ca,139.177.195.201,0.0450324976787372,11,0,0,3,8,85,0,0,Error,Error,Error,Error,Error,0,Error,Error,Error,benign
manta.com/c/mmq1m7y/coldwell-banker-heart-america,manta.com,99.86.229.121,0.0,0,0,0,0,0,0,0,0,US,Amazon,Amazon RSA 2048 M03,Jul  7 00:00:00 2024 GMT,Aug  4 23:59:59 2025 GMT,0,GB,2004-01-08 19:49:14,2025-01-08 19:49:14,benign
alpinista.szczecin.pl,alpinista.szczecin.pl,46.238.215.11,0.0402144772117962,3,0,0,1,2,12,0,0,US,"cPanel, LLC",cPanel ECC Domain Validation Secure Server CA 3,Oct 29 00:00:00 2024 GMT,Jan 27 23:59:59 2025 GMT,0,Error,Error,Error,phishing
basrabrothers.com,basrabrothers.com,103.53.40.33,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,IN,2012-06-27 12:17:11,2025-06-27 12:17:11,phishing
fg45fe.webcindario.com,fg45fe.webcindario.com,5.57.226.202,0.037037037037037,1,0,0,0,1,0,1,1,US,Let's Encrypt,R10,Oct  4 07:52:25 2024 GMT,Jan  2 07:52:24 2025 GMT,0,,2001-02-28 12:45:04,2030-02-28 12:45:04,phishing
avalonnw.com,avalonnw.com,198.185.159.144,0.0738461538461538,10,0,0,3,7,14,0,0,US,Let's Encrypt,R11,Oct 23 02:55:52 2024 GMT,Jan 21 02:55:51 2025 GMT,0,,1999-07-20 18:33:02,2025-07-20 18:33:02,phishing
abgreen.com.br,abgreen.com.br,108.179.253.74,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct 10 01:04:47 2024 GMT,Jan  8 01:04:46 2025 GMT,0,BR,"[datetime.datetime(2011, 10, 19, 0, 0), datetime.datetime(2011, 10, 16, 0, 0)]",2025-10-18 00:00:00,phishing
http://www.axiem.com.mx/employee_portal/modules/Forums/images/f4433HSJh273h475hh387D8DHSJr4fdsf4433HSJh27762H3rturnit87D8DHSJpY762H387D8DHSJronstyleHDGGSYY762H387D8DHSJprth273h475hh277362u263h273h44fdsf4433H&JUEY66GDFER43HSJh273h475hh277362rtuh273h475hh274fd.htm,antonyme-dictionnaire-improvement.effers.com,192.64.151.235,0.0114942528735632,2,0,0,0,2,0,0,0,Error,Error,Error,Error,Error,1,US,"[datetime.datetime(2003, 4, 13, 17, 34, 51), datetime.datetime(2003, 4, 13, 12, 34, 51)]","[datetime.datetime(2025, 4, 13, 17, 34, 51), datetime.datetime(2025, 4, 13, 12, 34, 51)]",phishing
en.wikipedia.org/wiki/Lloyd_Bacon,en.wikipedia.org,208.80.154.224,0.221311475409836,79,3,0,6,73,298,0,0,US,Let's Encrypt,E6,Oct 15 02:51:23 2024 GMT,Jan 13 02:51:22 2025 GMT,0,US,2001-01-13 00:12:14,2025-01-13 00:12:14,benign
checksure.biz/directors-da-121.htm,checksure.biz,172.67.132.42,0.0666666666666666,1,0,0,1,0,1,0,0,US,Google Trust Services,WE1,Oct 15 13:24:24 2024 GMT,Jan 13 13:24:23 2025 GMT,0,Error,Error,Error,benign
retajconsultancy.com,retajconsultancy.com,154.85.234.69,0.0,0,0,0,0,0,0,0,0,Error,Error,Error,Error,Error,0,,2024-11-15 19:19:43,2025-11-15 19:19:43,phishing
colleenoakley.com,colleenoakley.com,192.232.220.223,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R11,Nov 21 22:45:01 2024 GMT,Feb 19 22:45:00 2025 GMT,0,,2011-01-09 16:05:05,2025-01-09 16:05:05,phishing
myspace.com/jking909,myspace.com,34.111.176.156,0.0798898071625344,2,0,0,0,2,79,0,0,US,Arizona,Scottsdale,Jul 30 18:05:36 2024 GMT,Aug 31 18:05:36 2025 GMT,0,US,"[datetime.datetime(1996, 2, 22, 5, 0), datetime.datetime(1996, 2, 22, 0, 0)]","[datetime.datetime(2029, 2, 23, 5, 0), datetime.datetime(2029, 2, 23, 0, 0)]",benign
http://www.diamondfinancemongolia.com/wp-content/themes/twentythirteen/fonts/pulign/aec8c0ea59599ea77e8359ab21efea17/en_US/i/scr/pulign/bafb0263cf393ebb5de380cfdae4d64b/Confirm.php,connor-associates.com,198.49.23.145,0.2,3,0,0,0,3,54,0,0,Error,Error,Error,Error,Error,1,US,"[datetime.datetime(2004, 1, 30, 4, 31, 28), datetime.datetime(2004, 1, 29, 23, 31, 28)]","[datetime.datetime(2026, 1, 30, 4, 31, 28), datetime.datetime(2026, 1, 29, 23, 31, 28)]",phishing
http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,torcache.net,104.247.81.11,0.0,0,0,0,0,0,0,0,0,US,Let's Encrypt,R10,Oct  1 10:58:41 2024 GMT,Dec 30 10:58:40 2024 GMT,1,US,"[datetime.datetime(2011, 4, 29, 11, 29, 16), datetime.datetime(2011, 4, 29, 6, 29, 16)]","[datetime.datetime(2025, 4, 29, 11, 29, 16), datetime.datetime(2025, 4, 29, 6, 29, 16)]",benign
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,amtrakcalifornia.com,67.205.0.106,0.0625,0,2,0,0,2,3,0,0,US,Let's Encrypt,R11,Sep  8 01:09:47 2024 GMT,Dec  7 01:09:46 2024 GMT,0,US,1998-01-26 05:00:00,2025-01-25 05:00:00,benign
